Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Status
"root-charcoal-filter-pack","Root Charcoal Filter Pack","<p>Six-month filter pack for Root and Willow kitchen composters.</p><ul><li>Material: Activated carbon</li><li>Size: 2 filters</li><li>Finish: Black</li><li>Highlight: 6-month pack</li><li>Weight: 0.4 lb</li></ul>","Verdance","Accessories","accessories, filter","TRUE","Finish","Black","VD-094","181","shopify","25","deny","manual","22.00","26.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/root-charcoal-filter-pack.webp","Root Charcoal Filter Pack","active"
"moss-dehumidifier-filter","Moss Dehumidifier Filter","<p>Washable-plus-carbon filter for Moss and Grove 30–50 pint units.</p><ul><li>Material: Mesh + carbon</li><li>Size: 1 filter</li><li>Finish: White</li><li>Highlight: Washable filter</li><li>Weight: 0.3 lb</li></ul>","Verdance","Accessories","accessories, filter, dehumidifier","TRUE","Finish","White","VD-095","136","shopify","25","deny","manual","19.00","24.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/moss-dehumidifier-filter.webp","Moss Dehumidifier Filter","active"
"moss-sensor-can-liners","Moss Sensor Can Liners","<p>Fit 13-gallon sensor cans. 40-count, recycled content.</p><ul><li>Material: Recycled LDPE</li><li>Size: 40 liners</li><li>Finish: Clear</li><li>Highlight: 40 liners</li><li>Weight: 1.1 lb</li></ul>","Verdance","Accessories","accessories, bags, can","TRUE","Finish","Clear","VD-096","499","shopify","25","deny","manual","16.00","19.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/moss-sensor-can-liners.webp","Moss Sensor Can Liners","active"
"grove-grow-light-bulb","Grove Grow Light Bulb","<p>Full-spectrum E26 bulb for a single herb pot or seedling tray.</p><ul><li>Material: Aluminum + glass</li><li>Size: A19</li><li>Finish: White</li><li>Highlight: E26 full spectrum</li><li>Weight: 0.3 lb</li></ul>","Verdance","Accessories","accessories, grow-light","TRUE","Finish","White","VD-097","136","shopify","25","deny","manual","28.00","32.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/grove-grow-light-bulb.webp","Grove Grow Light Bulb","active"
"grove-compost-accelerator","Grove Compost Accelerator","<p>Microbial starter for outdoor tumblers. Six-month jar.</p><ul><li>Material: Organic inoculant</li><li>Size: 12 oz jar</li><li>Finish: Kraft</li><li>Highlight: Microbial starter</li><li>Weight: 0.8 lb</li></ul>","Verdance","Accessories","accessories, compost","TRUE","Finish","Kraft","VD-098","363","shopify","25","deny","manual","15.00","18.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/grove-compost-accelerator.webp","Grove Compost Accelerator","active"
"fern-leak-sensor-mount-kit","Fern Leak Sensor Mount Kit","<p>Adhesive and magnetic mounts for Fern and Sage leak pucks.</p><ul><li>Material: Steel + adhesive</li><li>Size: 4 mounts</li><li>Finish: Graphite</li><li>Highlight: Mount kit</li><li>Weight: 0.2 lb</li></ul>","Verdance","Accessories","accessories, leak, mount","TRUE","Finish","Graphite","VD-099","91","shopify","25","deny","manual","12.00","15.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/fern-leak-sensor-mount-kit.webp","Fern Leak Sensor Mount Kit","active"
"alder-dehydrator-sheet-pack","Alder Dehydrator Sheet Pack","<p>Non-stick fruit-leather sheets for Alder and Grove dryers. Set of 5.</p><ul><li>Material: PTFE-free sheet</li><li>Size: 5 sheets</li><li>Finish: Clear</li><li>Highlight: 5 leather sheets</li><li>Weight: 0.5 lb</li></ul>","Verdance","Accessories","accessories, sheets","TRUE","Finish","Clear","VD-100","227","shopify","25","deny","manual","18.00","22.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/alder-dehydrator-sheet-pack.webp","Alder Dehydrator Sheet Pack","active"
"willow-rain-barrel-spigot-kit","Willow Rain Barrel Spigot Kit","<p>Brass spigot, overflow, and linking hose for Willow and Canopy barrels.</p><ul><li>Material: Brass + HDPE</li><li>Size: Kit</li><li>Finish: Brass</li><li>Highlight: Spigot + overflow</li><li>Weight: 1.2 lb</li></ul>","Verdance","Accessories","accessories, rain-barrel","TRUE","Finish","Brass","VD-101","544","shopify","25","deny","manual","22.00","26.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/willow-rain-barrel-spigot-kit.webp","Willow Rain Barrel Spigot Kit","active"
"sage-replacement-compost-tray","Sage Replacement Compost Tray","<p>Inner bucket and lid gasket for Sage and Canopy electric composters.</p><ul><li>Material: Recycled ABS</li><li>Size: 1 tray</li><li>Finish: Sage</li><li>Highlight: Inner bucket</li><li>Weight: 2.1 lb</li></ul>","Verdance","Accessories","accessories, tray, compost","TRUE","Finish","Sage","VD-102","953","shopify","25","deny","manual","26.00","32.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/sage-replacement-compost-tray.webp","Sage Replacement Compost Tray","active"
"canopy-kitchen-starter-kit","Canopy Kitchen Starter Kit","<p>Canopy 12L kitchen composter, filter 3-pack, and 50 compostable bags.</p><ul><li>Material: Mixed</li><li>Size: Kit</li><li>Finish: Sage</li><li>Highlight: Composter + filters + bags</li><li>Weight: 20 lb</li></ul>","Verdance","Bundles","bundles, kit, kitchen","TRUE","Finish","Sage","VD-103","9072","shopify","25","deny","manual","449.00","519.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/canopy-kitchen-starter-kit.webp","Canopy Kitchen Starter Kit","active"
"root-zero-waste-kitchen-bundle","Root Zero-Waste Kitchen Bundle","<p>Root automatic bin, slim recycle dispenser, and a year of liners.</p><ul><li>Material: Mixed</li><li>Size: Kit</li><li>Finish: Graphite</li><li>Highlight: Bin + recycle + liners</li><li>Weight: 18 lb</li></ul>","Verdance","Bundles","bundles, kit, waste","TRUE","Finish","Graphite","VD-104","8165","shopify","25","deny","manual","399.00","459.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/root-zero-waste-kitchen-bundle.webp","Root Zero-Waste Kitchen Bundle","active"
"moss-smart-home-starter","Moss Smart Home Starter","<p>Moss air-quality monitor, leak 3-pack, and Fern smart plug 4-pack.</p><ul><li>Material: Mixed</li><li>Size: Kit</li><li>Finish: Sage</li><li>Highlight: AQI + leaks + plugs</li><li>Weight: 3 lb</li></ul>","Verdance","Bundles","bundles, kit, smart-home","TRUE","Finish","Sage","VD-105","1361","shopify","25","deny","manual","329.00","379.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/moss-smart-home-starter.webp","Moss Smart Home Starter","active"
"grove-garden-compost-bundle","Grove Garden + Compost Bundle","<p>Grove rain barrel 80 gal, Fern herb planter trio, and Grove compost accelerator.</p><ul><li>Material: Mixed</li><li>Size: Kit</li><li>Finish: Forest</li><li>Highlight: Barrel + planters</li><li>Weight: 28 lb</li></ul>","Verdance","Bundles","bundles, kit, garden","TRUE","Finish","Forest","VD-106","12701","shopify","25","deny","manual","379.00","429.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/grove-garden-compost-bundle.webp","Grove Garden + Compost Bundle","active"
"fern-apartment-eco-kit","Fern Apartment Eco Kit","<p>Fern compact countertop composter, Fern portable dehumidifier, and bag pack.</p><ul><li>Material: Mixed</li><li>Size: Kit</li><li>Finish: Cloud</li><li>Highlight: Apartment starter</li><li>Weight: 25 lb</li></ul>","Verdance","Bundles","bundles, kit, apartment","TRUE","Finish","Cloud","VD-107","11340","shopify","25","deny","manual","249.00","289.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/fern-apartment-eco-kit.webp","Fern Apartment Eco Kit","active"
"alder-whole-home-humidity-kit","Alder Whole-Home Humidity Kit","<p>Alder 70-pint dehumidifier plus a Moss leak + freeze sensor.</p><ul><li>Material: Mixed</li><li>Size: Kit</li><li>Finish: Steel</li><li>Highlight: 70 pint + leak sensor</li><li>Weight: 53 lb</li></ul>","Verdance","Bundles","bundles, kit, humidity","TRUE","Finish","Steel","VD-108","24040","shopify","25","deny","manual","499.00","559.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/alder-whole-home-humidity-kit.webp","Alder Whole-Home Humidity Kit","active"
"willow-harvest-dry-bundle","Willow Harvest + Dry Bundle","<p>Willow stackable herb dryer and Grove 6-tray food dehydrator.</p><ul><li>Material: Mixed</li><li>Size: Kit</li><li>Finish: Natural</li><li>Highlight: Herbs + fruit dryer</li><li>Weight: 14 lb</li></ul>","Verdance","Bundles","bundles, kit, harvest","TRUE","Finish","Natural","VD-109","6350","shopify","25","deny","manual","289.00","329.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/willow-harvest-dry-bundle.webp","Willow Harvest + Dry Bundle","active"
"sage-household-starter-kit","Sage Household Starter Kit","<p>Sage countertop digester, Sage sensor can, and Canopy leak sensor 3-pack.</p><ul><li>Material: Mixed</li><li>Size: Kit</li><li>Finish: Sage</li><li>Highlight: Digester + can + leaks</li><li>Weight: 26 lb</li></ul>","Verdance","Bundles","bundles, kit, household","TRUE","Finish","Sage","VD-110","11793","shopify","25","deny","manual","549.00","629.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/sage-household-starter-kit.webp","Sage Household Starter Kit","active"
"canopy-energy-watch-kit","Canopy Energy Watch Kit","<p>Canopy learning thermostat, Root energy monitor hub, and Willow outdoor plug.</p><ul><li>Material: Mixed</li><li>Size: Kit</li><li>Finish: White</li><li>Highlight: Thermostat + monitor</li><li>Weight: 2 lb</li></ul>","Verdance","Bundles","bundles, kit, energy","TRUE","Finish","White","VD-111","907","shopify","25","deny","manual","359.00","409.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/canopy-energy-watch-kit.webp","Canopy Energy Watch Kit","active"
"root-garden-irrigation-bundle","Root Garden Irrigation Bundle","<p>Root drip starter, Willow drip pro add-on, and Sage patio planter.</p><ul><li>Material: Mixed</li><li>Size: Kit</li><li>Finish: Black</li><li>Highlight: Drip + planter</li><li>Weight: 10 lb</li></ul>","Verdance","Bundles","bundles, kit, irrigation","TRUE","Finish","Black","VD-112","4536","shopify","25","deny","manual","199.00","229.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/root-garden-irrigation-bundle.webp","Root Garden Irrigation Bundle","active"
